
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..font_manager.py:1007 TempCache.set  1      0.000007  0.000063  0.000063
..ter/__init__.py:2104 Canvas._setup  10     0.000052  0.000063  0.000006
../__init__.py:247 StringVar.__del__  1      0.000021  0.000063  0.000063
..ses.py:232 RendererAgg.close_group  145    0.000063  0.000063  0.000000
..ases.py:224 RendererAgg.open_group  145    0.000062  0.000062  0.000000
..er/__init__.py:2591 Label.__init__  1      0.000003  0.000062  0.000062
..ib/artist.py:520 Rectangle.get_gid  129    0.000061  0.000061  0.000000
.._bases.py:219 RendererAgg.__init__  1      0.000010  0.000061  0.000061
../stride_tricks.py:136 broadcast_to  2      0.000006  0.000061  0.000031
..phicsContextBase.get_sketch_params  129    0.000061  0.000061  0.000000
..axis.py:175 XTick.get_tick_padding  45     0.000061  0.000061  0.000001
..tplotlib/text.py:636 Text.set_wrap  97     0.000060  0.000060  0.000001
..:1077 GraphicsContextBase.set_snap  117    0.000059  0.000059  0.000001
..python3.5/genericpath.py:27 isfile  5      0.000018  0.000059  0.000012
..hes.py:248 Rectangle.get_edgecolor  70     0.000059  0.000059  0.000001
..se.py:866 AxesSubplot.set_position  1      0.000009  0.000059  0.000059
...py:1550 TransformWrapper.__init__  2      0.000009  0.000059  0.000029
..994 GraphicsContextBase.set_dashes  105    0.000058  0.000058  0.000001
..lib/text.py:1150 Text.set_position  4      0.000013  0.000058  0.000015
..3 NavigationToolbar2TkAgg.__init__  1      0.000004  0.000058  0.000058
..py:827 GraphicsContextBase.restore  129    0.000057  0.000057  0.000000
..367 TransformedBbox._get_intervalx  13     0.000037  0.000057  0.000004
..se.py:859 AxesSubplot.get_position  1      0.000004  0.000056  0.000056
..numpy/core/fromnumeric.py:2113 ptp  2      0.000008  0.000056  0.000028
..stride_tricks.py:116 _broadcast_to  2      0.000038  0.000055  0.000028
..838 NavigationToolbar2TkAgg.update  2      0.000021  0.000055  0.000027
..gure.py:163 SubplotParams.__init__  1      0.000008  0.000054  0.000054
/usr/lib/python3.5/copy.py:67 copy    1      0.000013  0.000054  0.000054
..tplotlib/text.py:917 Text.get_text  67     0.000053  0.000053  0.000001
..s/matplotlib/ticker.py:191 _divmod  4      0.000028  0.000053  0.000013
../matplotlib/ticker.py:1535 Base.le  2      0.000012  0.000052  0.000026
...py:349 _BoundMethodProxy.__init__  14     0.000046  0.000052  0.000004
..matplotlib/axis.py:1364 XAxis.grid  4      0.000020  0.000052  0.000013
..tlib/axes/_base.py:2285 <listcomp>  2      0.000028  0.000051  0.000026
..y:1065 GraphicsContextBase.set_url  117    0.000051  0.000051  0.000000
..nsforms.py:374 Bbox._get_intervaly  12     0.000043  0.000051  0.000004
..textpath.py:35 TextToPath.__init__  1      0.000026  0.000051  0.000051
...py:1309 XAxis.get_major_formatter  34     0.000051  0.000051  0.000001
..0 BlendedGenericTransform.__init__  2      0.000006  0.000051  0.000025
..oder.py:203 JSONEncoder.iterencode  2      0.000040  0.000050  0.000025
../numpy/core/numeric.py:2792 geterr  12     0.000044  0.000049  0.000004
..s/matplotlib/text.py:47 _wrap_text  24     0.000038  0.000049  0.000002
..kages/matplotlib/axis.py:814 _bool  8      0.000011  0.000048  0.000006
..ib/artist.py:831 Spine.set_visible  4      0.000008  0.000048  0.000012
..ger.py:907 FontProperties.set_file  95     0.000047  0.000047  0.000000
..py:568 Rectangle.get_sketch_params  105    0.000047  0.000047  0.000000
..tlocale.py:23 getpreferredencoding  3      0.000023  0.000046  0.000015
..raphicsContextBase.set_antialiased  105    0.000046  0.000046  0.000000
..55 _process_plot_var_args.__init__  2      0.000009  0.000045  0.000023
..it__.py:883 Canvas.winfo_pointerxy  1      0.000012  0.000045  0.000045
..patches.py:736 Rectangle.get_width  99     0.000045  0.000045  0.000000
..kinter/__init__.py:2138 <listcomp>  10     0.000027  0.000044  0.000004
..r.py:1186 FontManager.score_weight  11     0.000036  0.000044  0.000004
..YAxis._update_offset_text_position  1      0.000012  0.000043  0.000043
..lib/figure.py:824 Figure._make_key  1      0.000008  0.000043  0.000043
...py:234 SubplotParams._update_this  12     0.000024  0.000042  0.000004
..hicsContextBase.set_clip_rectangle  99     0.000041  0.000041  0.000000
..tlib/text.py:585 Text.set_clip_box  3      0.000014  0.000041  0.000014
..py:2743 TransformedPath.get_affine  12     0.000023  0.000041  0.000003
..rtist.py:334 Text.is_transform_set  102    0.000040  0.000040  0.000000
..1835 FigureCanvasTkAgg.close_event  1      0.000024  0.000040  0.000040
..ticker.py:232 AutoLocator.set_axis  64     0.000040  0.000040  0.000001
..tlib/artist.py:1047 Text.mouseover  102    0.000039  0.000039  0.000000
..__init__.py:322 StringVar.__init__  1      0.000005  0.000039  0.000039
..is.py:2294 YAxis.get_view_interval  4      0.000017  0.000038  0.000010
../lines.py:542 Line2D.get_fillstyle  12     0.000028  0.000038  0.000003
..ist.py:746 Rectangle.get_clip_path  99     0.000038  0.000038  0.000000
..plotlib/ticker.py:1608 scale_range  2      0.000029  0.000038  0.000019
..lotlib/figure.py:111 AxesStack.add  1      0.000012  0.000038  0.000038
..ndMethodProxy.add_destroy_callback  7      0.000015  0.000037  0.000005
..y:2612 FigureManagerTkAgg.__init__  1      0.000006  0.000036  0.000036
../lib/function_base.py:212 iterable  20     0.000025  0.000036  0.000002
..ocess_plot_var_args.set_prop_cycle  2      0.000025  0.000036  0.000018
..e.py:1321 Figure._set_artist_props  1      0.000007  0.000036  0.000036
..erators/classic.py:311 empty_graph  1      0.000017  0.000036  0.000036
..larFormatter._set_orderOfMagnitude  2      0.000025  0.000035  0.000018
..__init__.py:218 StringVar.__init__  1      0.000016  0.000035  0.000035
..b/backend_bases.py:2857 <listcomp>  17     0.000035  0.000035  0.000002
../matplotlib/transforms.py:820 null  1      0.000006  0.000035  0.000035
..lotlib/transforms.py:1036 Bbox.set  1      0.000009  0.000035  0.000035
..nit__.py:1543 CallWrapper.__init__  40     0.000034  0.000034  0.000001
..s.py:220 MarkerStyle.get_fillstyle  51     0.000033  0.000033  0.000001
..is.py:1958 XAxis.get_view_interval  4      0.000014  0.000033  0.000008
..otlib/text.py:1267 Text.get_usetex  36     0.000033  0.000033  0.000001
../matplotlib/ticker.py:1551 Base.ge  2      0.000008  0.000033  0.000017
..rms.py:1562 TransformWrapper._init  2      0.000008  0.000033  0.000017
..cbook.py:1761 Grouper.get_siblings  4      0.000016  0.000032  0.000008
..er.py:1805 AutoLocator.view_limits  2      0.000011  0.000032  0.000016
..y/linalg/linalg.py:139 _commonType  3      0.000017  0.000032  0.000011
..nd_tkagg.py:551 notify_axes_change  1      0.000006  0.000032  0.000032
..ter/__init__.py:2355 Canvas.delete  1      0.000004  0.000032  0.000032
..kers.py:245 MarkerStyle.get_marker  51     0.000032  0.000032  0.000001
../numpy/lib/twodim_base.py:191 diag  2      0.000010  0.000031  0.000016
../__init__.py:1617 Tk.wm_attributes  2      0.000008  0.000031  0.000016
...py:603 ScalarFormatter.get_offset  2      0.000009  0.000031  0.000015
..nsforms.py:993 Bbox._set_intervaly  1      0.000005  0.000031  0.000031
.._base.py:3093 AxesSubplot.get_ylim  3      0.000012  0.000031  0.000010
..tplotlib/figure.py:1056 Figure.clf  1      0.000013  0.000030  0.000030
..k.py:479 CallbackRegistry.__init__  18     0.000030  0.000030  0.000002
..s_abc.py:599 _Environ.__contains__  1      0.000008  0.000030  0.000030
..s/matplotlib/figure.py:843 fixlist  1      0.000009  0.000030  0.000030
..init__.py:1029 Tk.update_idletasks  1      0.000004  0.000029  0.000029
..tlib/axes/_axes.py:2105 <listcomp>  1      0.000029  0.000029  0.000029
..tlib/figure.py:411 Figure._get_dpi  34     0.000028  0.000028  0.000001
..tlib/axes/_base.py:2289 <listcomp>  2      0.000010  0.000028  0.000014
..3.5/os.py:720 _Environ.__getitem__  2      0.000011  0.000028  0.000014
..ages/cycler.py:225 Cycler.__iter__  12     0.000022  0.000027  0.000002
..lib/figure.py:104 AxesStack.bubble  1      0.000008  0.000026  0.000026
..tlib/axes/_base.py:2292 <listcomp>  2      0.000010  0.000026  0.000013
..dentityTransform._get_is_separable  8      0.000021  0.000026  0.000003
..ainer.py:110 BarContainer.__init__  1      0.000006  0.000025  0.000025
..s.py:1770 Affine2D.transform_point  2      0.000010  0.000025  0.000013
..y:2049 IdentityTransform.transform  4      0.000005  0.000024  0.000006
..orms.py:1605 TransformWrapper._set  4      0.000022  0.000024  0.000006
..ath.py:262 Path.simplify_threshold  30     0.000024  0.000024  0.000001
...py:325 WeakKeyDictionary.__init__  7      0.000024  0.000024  0.000003
..3.5/sre_parse.py:247 Tokenizer.get  3      0.000008  0.000024  0.000008
..b/path.py:280 Path.should_simplify  30     0.000023  0.000023  0.000001
..py:2613 BboxTransformFrom.__init__  1      0.000004  0.000023  0.000023
..ase.py:3055 AxesSubplot.get_ybound  1      0.000004  0.000023  0.000023
..y/core/fromnumeric.py:1471 nonzero  2      0.000006  0.000023  0.000011
..tlib/axes/_base.py:2267 <listcomp>  2      0.000022  0.000022  0.000011
..nit__.py:956 Canvas.winfo_toplevel  1      0.000006  0.000022  0.000022
..umpy/core/fromnumeric.py:1657 clip  2      0.000007  0.000022  0.000011
...py:1912 AxesSubplot.add_container  1      0.000013  0.000022  0.000022
..merictypes.py:964 find_common_type  1      0.000014  0.000022  0.000022
..xt.py:3238 MathTextParser.__init__  2      0.000014  0.000022  0.000011
..tplotlib/pyplot.py:593 get_fignums  1      0.000015  0.000022  0.000022
..umpy/core/numeric.py:2160 isscalar  9      0.000017  0.000022  0.000002
..402 WeakKeyDictionary.__contains__  7      0.000018  0.000021  0.000003
..ges/numpy/core/_methods.py:31 _sum  2      0.000004  0.000021  0.000011
..ib/artist.py:657 Text.set_clip_box  3      0.000006  0.000021  0.000007
..python3.5/posixpath.py:39 _get_sep  13     0.000014  0.000021  0.000002
..py/linalg/linalg.py:106 _makearray  3      0.000010  0.000021  0.000007
.._base.py:2817 AxesSubplot.get_xlim  3      0.000012  0.000021  0.000007
..plotlib/scale.py:527 scale_factory  4      0.000017  0.000021  0.000005
..lotlib/cbook.py:1685 Grouper.clean  6      0.000017  0.000020  0.000003
..tlib/axes/_base.py:2268 <listcomp>  2      0.000020  0.000020  0.000010
..python3.5/copy.py:269 _reconstruct  1      0.000013  0.000020  0.000020
../gridspec.py:198 GridSpec.__init__  1      0.000010  0.000020  0.000020
..tainer.py:21 BarContainer.__init__  1      0.000007  0.000019  0.000019
...py:614 FigureManagerTkAgg.destroy  1      0.000014  0.000019  0.000019
..lotlib/colors.py:208 to_rgba_array  1      0.000005  0.000019  0.000019
..ansforms.py:2799 interval_contains  15     0.000019  0.000019  0.000001
..ainer.py:56 BarContainer.set_label  2      0.000007  0.000019  0.000009
..e.py:3411 AxesSubplot.get_navigate  17     0.000019  0.000019  0.000001
..otlib/cbook.py:1348 AxesStack.push  2      0.000010  0.000019  0.000009
..:1815 FigureCanvasTkAgg.draw_event  1      0.000009  0.000018  0.000018
../numeric.py:3085 errstate.__init__  6      0.000015  0.000018  0.000003
../sre_parse.py:226 Tokenizer.__next  4      0.000018  0.000018  0.000005
../linalg.py:209 _assertNdSquareness  3      0.000011  0.000018  0.000006
..py:717 XAxis.limit_range_for_scale  2      0.000009  0.000018  0.000009
..idspec.py:139 GridSpec.__getitem__  1      0.000012  0.000017  0.000017
..r/__init__.py:1138 Canvas._getints  1      0.000016  0.000017  0.000017
..ctions_abc.py:220 __subclasshook__  2      0.000006  0.000016  0.000008
..:377 WeakKeyDictionary.__setitem__  7      0.000013  0.000016  0.000002
../core/fromnumeric.py:1188 diagonal  2      0.000008  0.000016  0.000008
..re_parse.py:217 Tokenizer.__init__  1      0.000011  0.000015  0.000015
..t-packages/cycler.py:371 <genexpr>  20     0.000015  0.000015  0.000001
..endererAgg.get_canvas_width_height  12     0.000015  0.000015  0.000001
..:3711 AxesSubplot.set_cursor_props  1      0.000005  0.000014  0.000014
..__init__.py:904 Canvas.winfo_rootx  1      0.000005  0.000014  0.000014
..otlib/cbook.py:796 _string_to_bool  2      0.000002  0.000014  0.000007
..:516 ScalarFormatter.set_useOffset  16     0.000013  0.000013  0.000001
.._bases.py:1402 CloseEvent.__init__  1      0.000005  0.000013  0.000013
..ase.py:2772 AxesSubplot.get_xbound  1      0.000005  0.000013  0.000013
..er/__init__.py:1840 Tk.wm_withdraw  2      0.000004  0.000013  0.000007
..b/axes/_axes.py:1999 make_iterable  5      0.000005  0.000013  0.000003
..n3.5/_weakrefset.py:81 WeakSet.add  6      0.000011  0.000013  0.000002
..160 NavigationToolbar2TkAgg.update  2      0.000009  0.000013  0.000006
..ib/figure.py:74 AxesStack.__init__  1      0.000006  0.000012  0.000012
..lib/cbook.py:1373 AxesStack.bubble  1      0.000005  0.000012  0.000012
..b/cbook.py:1318 AxesStack.__init__  3      0.000007  0.000012  0.000004
../matplotlib/ticker.py:1514 closeto  4      0.000010  0.000012  0.000003
..otlib/scale.py:521 get_scale_names  1      0.000007  0.000012  0.000012
..dowing.py:27 FocusManager.__init__  4      0.000010  0.000012  0.000003
../dist-packages/six.py:574 iterkeys  3      0.000008  0.000012  0.000004
..tainer.py:96 BarContainer.pchanged  2      0.000006  0.000012  0.000006
..packages/cycler.py:138 Cycler.keys  12     0.000012  0.000012  0.000001
..linalg/linalg.py:111 isComplexType  6      0.000008  0.000011  0.000002
..ase.py:1334 AxesSubplot.set_anchor  1      0.000007  0.000011  0.000011
..b/gridspec.py:37 GridSpec.__init__  1      0.000008  0.000011  0.000011
..ndowing.py:30 FocusManager.__del__  4      0.000008  0.000011  0.000003
/usr/lib/python3.5/os.py:796 encode   2      0.000007  0.000011  0.000005
..py:185 IncrementalEncoder.__init__  3      0.000011  0.000011  0.000004
..s.py:349 TransformedBbox._get_ymax  1      0.000005  0.000011  0.000011
..tplotlib/text.py:630 Text.get_wrap  12     0.000011  0.000011  0.000001
..rs.py:280 MarkerStyle.get_alt_path  12     0.000010  0.000010  0.000001
../graph.py:466 Graph.add_nodes_from  1      0.000008  0.000010  0.000010
..otlib/artist.py:723 Text.get_alpha  12     0.000010  0.000010  0.000001
..text.py:312 Text.get_rotation_mode  12     0.000010  0.000010  0.000001
..tlib/axes/_axes.py:6164 <listcomp>  1      0.000005  0.000010  0.000010
..ython3.5/posixpath.py:136 basename  1      0.000006  0.000010  0.000010
..ase.py:2938 AxesSubplot.get_xscale  3      0.000007  0.000010  0.000003
..s.py:239 MarkerStyle.get_joinstyle  12     0.000010  0.000010  0.000001
..plotlib/text.py:808 Text.get_color  12     0.000010  0.000010  0.000001
..286 MarkerStyle.get_snap_threshold  12     0.000010  0.000010  0.000001
..kend_tkagg.py:870 ToolTip.__init__  7      0.000010  0.000010  0.000001
..on/encoder.py:258 _make_iterencode  2      0.000010  0.000010  0.000005
..er.py:1140 FontManager.score_style  11     0.000010  0.000010  0.000001
..ger.py:784 FontProperties.get_size  12     0.000010  0.000010  0.000001
..__init__.py:909 Canvas.winfo_rooty  1      0.000004  0.000010  0.000010
..rs.py:242 MarkerStyle.get_capstyle  12     0.000009  0.000009  0.000001
../lines.py:613 Line2D.get_markevery  12     0.000009  0.000009  0.000001
.._init__.py:3355 PhotoImage.__str__  13     0.000009  0.000009  0.000001
../linalg.py:198 _assertRankAtLeast2  3      0.000007  0.000009  0.000003
..igureManagerTkAgg.set_window_title  1      0.000004  0.000009  0.000009
..ython3.5/posixpath.py:115 splitext  1      0.000005  0.000009  0.000009
..lib/cbook.py:1297 maxdict.__init__  3      0.000009  0.000009  0.000003
..gure.py:155 AxesStack.__contains__  1      0.000002  0.000009  0.000009
..tlib/cbook.py:1368 AxesStack.clear  9      0.000009  0.000009  0.000001
..ger.py:1204 FontManager.score_size  11     0.000009  0.000009  0.000001
..arkers.py:274 MarkerStyle.get_path  12     0.000009  0.000009  0.000001
..r/__init__.py:1663 Tk.wm_deiconify  1      0.000002  0.000009  0.000009
..end_bases.py:703 RendererAgg.flipy  12     0.000009  0.000009  0.000001
..ure.py:427 Figure.set_tight_layout  1      0.000005  0.000009  0.000009
..otlib/ticker.py:1523 Base.__init__  4      0.000008  0.000008  0.000002
..d_bases.py:1371 DrawEvent.__init__  1      0.000003  0.000008  0.000008
..tplotlib/text.py:836 Text.get_size  2      0.000007  0.000008  0.000004
...py:1157 FontManager.score_variant  11     0.000008  0.000008  0.000001
..python3.5/copyreg.py:96 _slotnames  1      0.000006  0.000008  0.000008
..icker.py:1425 NullLocator.__call__  2      0.000006  0.000008  0.000004
..axis.py:1340 XAxis.get_minor_ticks  2      0.000007  0.000008  0.000004
..lib/transforms.py:299 Bbox._get_y0  2      0.000006  0.000008  0.000004
..plotlib/figure.py:86 AxesStack.get  2      0.000007  0.000008  0.000004
.._init__.py:54 get_projection_class  1      0.000006  0.000008  0.000008
..lasses/graph.py:258 Graph.__init__  1      0.000007  0.000008  0.000008
../matplotlib/axis.py:300 <listcomp>  8      0.000007  0.000007  0.000001
..py:128 RendererAgg._update_methods  1      0.000007  0.000007  0.000007
..ib/patches.py:288 Rectangle.set_aa  1      0.000002  0.000007  0.000007
..py:3050 AxesSubplot.yaxis_inverted  1      0.000002  0.000007  0.000007
..mpy/linalg/linalg.py:124 _realType  3      0.000005  0.000007  0.000002
..py:2767 AxesSubplot.xaxis_inverted  1      0.000002  0.000007  0.000007
..ase.py:1254 AxesSubplot.set_aspect  1      0.000004  0.000007  0.000007
..b/figure.py:152 AxesStack.__call__  2      0.000003  0.000007  0.000003
...py:139 AxesStack.current_key_axes  3      0.000005  0.000007  0.000002
..plotlib/gridspec.py:274 <listcomp>  1      0.000004  0.000007  0.000007
...py:437 _BoundMethodProxy.__hash__  14     0.000006  0.000006  0.000000
..ase.py:3215 AxesSubplot.get_yscale  3      0.000005  0.000006  0.000002
..:1291 AutoLocator.raise_if_exceeds  2      0.000005  0.000006  0.000003
..xis.py:1428 XAxis._update_axisinfo  12     0.000006  0.000006  0.000001
..e.py:96 AxesStack._entry_from_axes  1      0.000005  0.000006  0.000006
../cbook.py:565 silent_list.__init__  1      0.000003  0.000006  0.000006
/usr/lib/python3.5/os.py:800 decode   2      0.000004  0.000006  0.000003
..WeakKeyDictionary._commit_removals  4      0.000006  0.000006  0.000001
..alg.py:101 get_linalg_error_extobj  3      0.000006  0.000006  0.000002
..y:577 Text._update_clip_properties  3      0.000006  0.000006  0.000002
..otlib/axes/_base.py:493 <listcomp>  1      0.000003  0.000005  0.000005
..r/__init__.py:528 Canvas.focus_set  1      0.000002  0.000005  0.000005
..ocess_plot_var_args.get_next_color  1      0.000002  0.000005  0.000005
..set.py:52 WeakSet._commit_removals  6      0.000005  0.000005  0.000001
..otlib/spines.py:145 Spine.get_path  6      0.000005  0.000005  0.000001
../_collections_abc.py:223 <genexpr>  6      0.000005  0.000005  0.000001
..elpers.py:112 get_num_fig_managers  1      0.000004  0.000005  0.000005
..ib/python3.5/weakref.py:327 remove  1      0.000005  0.000005  0.000005
..inter/__init__.py:1831 Tk.wm_title  1      0.000002  0.000005  0.000005
..ctions_abc.py:283 __subclasshook__  2      0.000005  0.000005  0.000002
..tlib/text.py:895 Text.get_position  4      0.000005  0.000005  0.000001
..lib/type_check.py:237 iscomplexobj  2      0.000004  0.000005  0.000002
..b/_pylab_helpers.py:129 set_active  1      0.000004  0.000005  0.000005
..plotlib/gridspec.py:131 <listcomp>  1      0.000004  0.000004  0.000004
.._weakrefset.py:36 WeakSet.__init__  2      0.000004  0.000004  0.000002
..tlib/axis.py:1983 XAxis.get_minpos  1      0.000003  0.000004  0.000004
..matplotlib/container.py:18 __new__  1      0.000002  0.000004  0.000004
..y:906 AxesSubplot.set_axes_locator  1      0.000002  0.000004  0.000004
..on3.5/genericpath.py:111 _splitext  1      0.000003  0.000004  0.000004
..igureManagerTkAgg._get_toolmanager  1      0.000003  0.000004  0.000004
..elpers.py:105 get_all_fig_managers  1      0.000003  0.000004  0.000004
../matplotlib/axis.py:323 <listcomp>  8      0.000004  0.000004  0.000000
..atplotlib/cbook.py:1690 <listcomp>  6      0.000004  0.000004  0.000001
..tlib/axis.py:2320 YAxis.get_minpos  1      0.000002  0.000004  0.000004
..tplotlib/figure.py:1128 <listcomp>  1      0.000003  0.000004  0.000004
..se.py:2741 AxesSubplot.set_axis_on  1      0.000002  0.000004  0.000004
..b/_pylab_helpers.py:119 get_active  1      0.000003  0.000004  0.000004
..idspec.py:391 SubplotSpec.__init__  1      0.000003  0.000004  0.000004
../matplotlib/axis.py:330 <listcomp>  8      0.000004  0.000004  0.000000
..umerictypes.py:942 _can_coerce_all  2      0.000003  0.000003  0.000002
../matplotlib/axis.py:303 <listcomp>  8      0.000003  0.000003  0.000000
..tlib/axis.py:1462 XAxis.have_units  4      0.000003  0.000003  0.000001
..atplotlib/cbook.py:1768 <listcomp>  4      0.000003  0.000003  0.000001
..lib/transforms.py:292 Bbox._get_x0  1      0.000002  0.000003  0.000003
..otlib/__init__.py:1423 get_backend  1      0.000002  0.000003  0.000003
..python3.5/copyreg.py:87 __newobj__  1      0.000002  0.000003  0.000003
..ylab_helpers.py:38 get_fig_manager  1      0.000002  0.000003  0.000003
..index_tricks.py:231 RClass._retval  1      0.000003  0.000003  0.000003
..ib/_pylab_helpers.py:98 has_fignum  1      0.000003  0.000003  0.000003
..idspec.py:50 GridSpec.get_geometry  4      0.000003  0.000003  0.000001
..cker.py:283 NullFormatter.set_locs  2      0.000003  0.000003  0.000001
..gure.py:1467 Figure.add_axobserver  1      0.000002  0.000002  0.000002
..plots.py:160 subplot_class_factory  1      0.000002  0.000002  0.000002
..ansforms.py:1010 Bbox._get_minposx  2      0.000002  0.000002  0.000001
..is.py:1301 XAxis.get_major_locator  2      0.000002  0.000002  0.000001
..lib/stride_tricks.py:121 <genexpr>  4      0.000002  0.000002  0.000001
..indowing.py:23 SetForegroundWindow  4      0.000002  0.000002  0.000001
..ansforms.py:1014 Bbox._get_minposy  2      0.000002  0.000002  0.000001
..icks.py:25 _maybe_view_as_subclass  2      0.000002  0.000002  0.000001
..indowing.py:21 GetForegroundWindow  4      0.000002  0.000002  0.000001
.. LinearScale.limit_range_for_scale  4      0.000002  0.000002  0.000001
..y:916 AxesSubplot.get_axes_locator  1      0.000002  0.000002  0.000002
..b/scale.py:66 LinearScale.__init__  4      0.000002  0.000002  0.000000
..re/numerictypes.py:1015 <listcomp>  1      0.000002  0.000002  0.000002
..er.py:1428 NullLocator.tick_values  2      0.000002  0.000002  0.000001
..tlib/axes/_base.py:2283 <listcomp>  2      0.000002  0.000002  0.000001
..y:1717 FigureCanvasTkAgg.is_saving  1      0.000002  0.000002  0.000002
../matplotlib/axis.py:921 <listcomp>  2      0.000002  0.000002  0.000001
..2059 AxesSubplot.set_autoscalex_on  2      0.000002  0.000002  0.000001
..ctions_abc.py:308 __subclasshook__  2      0.000002  0.000002  0.000001
..nToolbar2TkAgg.set_history_buttons  3      0.000002  0.000002  0.000001
..plotlib/gridspec.py:132 <listcomp>  1      0.000001  0.000001  0.000001
..plotlib/gridspec.py:133 <listcomp>  1      0.000001  0.000001  0.000001
..2067 AxesSubplot.set_autoscaley_on  2      0.000001  0.000001  0.000001
..ib/figure.py:569 Figure.set_canvas  1      0.000001  0.000001  0.000001
..kx/classes/graph.py:310 Graph.name  2      0.000001  0.000001  0.000001
../matplotlib/figure.py:827 fixitems  1      0.000001  0.000001  0.000001
..ctionRegistry.get_projection_class  1      0.000001  0.000001  0.000001
..:2075 AxesSubplot.use_sticky_edges  2      0.000001  0.000001  0.000001
..plotlib/gridspec.py:134 <listcomp>  1      0.000001  0.000001  0.000001
..e.py:3417 AxesSubplot.set_navigate  1      0.000001  0.000001  0.000001
..re/numerictypes.py:1016 <listcomp>  1      0.000001  0.000001  0.000001
..ib/widgets.py:37 LockDraw.__init__  1      0.000001  0.000001  0.000001
..c.py:74 GridSpec.set_height_ratios  1      0.000001  0.000001  0.000001
..tist.py:913 AxesSubplot.get_zorder  1      0.000001  0.000001  0.000001
..ec.py:65 GridSpec.set_width_ratios  1      0.000001  0.000001  0.000001
..ec.py:407 SubplotSpec.get_gridspec  1      0.000001  0.000001  0.000001
..ndererAgg.option_image_nocomposite  2      0.000001  0.000001  0.000001
..matplotlib/figure.py:97 <listcomp>  1      0.000001  0.000001  0.000001
..3431 AxesSubplot.set_navigate_mode  1      0.000001  0.000001  0.000001
..ure.py:421 Figure.get_tight_layout  1      0.000001  0.000001  0.000001
..es/graph.py:1454 Graph.is_directed  1      0.000001  0.000001  0.000001
..:2069 IdentityTransform.get_affine  2      0.000001  0.000001  0.000000
..:31 BarContainer.set_remove_method  1      0.000001  0.000001  0.000001
..2044 AxesSubplot.get_autoscaley_on  1      0.000001  0.000001  0.000001
..ainer.py:50 BarContainer.get_label  1      0.000001  0.000001  0.000001
../__init__.py:258 StringVar.__str__  1      0.000001  0.000001  0.000001
..ase.py:1251 AxesSubplot.get_aspect  1      0.000001  0.000001  0.000001
..atplotlib/cbook.py:2655 <listcomp>  1      0.000001  0.000001  0.000001
..2038 AxesSubplot.get_autoscalex_on  1      0.000001  0.000001  0.000001
..py:101 AxesSubplot.get_subplotspec  1      0.000001  0.000001  0.000001
..atplotlib/cbook.py:2660 <listcomp>  1      0.000001  0.000001  0.000001
