
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..arkers.py:163 MarkerStyle.__init__  174    0.000490  0.027186  0.000156
..lib/transforms.py:838 from_extents  561    0.003296  0.027164  0.000048
..s.py:223 MarkerStyle.set_fillstyle  309    0.000900  0.026479  0.000086
..ElementTree.py:1075 _escape_attrib  40848  0.025820  0.025820  0.000001
..tplotlib/path.py:103 Path.__init__  781    0.004103  0.024238  0.000031
..ses/graph.py:1139 Graph.edges_iter  19904  0.022802  0.024110  0.000001
...5/random.py:220 Random._randbelow  6060   0.015657  0.023618  0.000004
..ib/transforms.py:781 Bbox.__init__  696    0.005480  0.022702  0.000033
../spines.py:154 Spine.register_axis  4      0.000014  0.022509  0.005627
..ib/python3.5/weakref.py:261 update  6643   0.016569  0.022358  0.000003
..ompositeGenericTransform.transform  249    0.001433  0.021839  0.000088
..orm._iter_break_from_left_to_right  891..  0.002326  0.021470  0.000024
..transforms.py:1735 Affine2D.frozen  659    0.002900  0.021395  0.000032
../ElementTree.py:1059 _escape_cdata  35866  0.021266  0.021266  0.000001
..s.py:404 Spine.get_spine_transform  188..  0.000764  0.020291  0.000108
..b/axis.py:546 YTick._get_tick1line  22/20  0.000273  0.020019  0.000910
..b/axis.py:561 YTick._get_tick2line  22/20  0.000255  0.019953  0.000907
..d_agg.py:143 RendererAgg.draw_path  105    0.000556  0.019540  0.000186
..:148 Spine._ensure_position_is_set  196..  0.000139  0.019520  0.000100
..b/spines.py:359 Spine.set_position  8      0.000072  0.019405  0.002426
..inter/__init__.py:1851 Tk.__init__  1      0.000100  0.019164  0.019164
.._init__.py:1239 Canvas._substitute  140    0.005989  0.019077  0.000136
../matplotlib/axis.py:249 XTick.draw  12     0.000179  0.018925  0.001577
..py:530 FigureManagerTkAgg.__init__  1      0.000123  0.018570  0.018570
...py:220 WeakValueDictionary.values  1506   0.008281  0.018486  0.000012
..b/axis.py:414 XTick._get_tick1line  23/21  0.000250  0.018199  0.000791
..eGenericTransform.transform_affine  249    0.000920  0.017999  0.000072
..59 FigureManagerTkAgg._get_toolbar  1      0.000019  0.017954  0.017954
..6 NavigationToolbar2TkAgg.__init__  1      0.000014  0.017934  0.017934
..8 NavigationToolbar2TkAgg.__init__  1      0.000043  0.017920  0.017920
..igationToolbar2TkAgg._init_toolbar  1      0.000155  0.017812  0.017812
..s.py:2550 BboxTransformTo.__init__  545    0.002228  0.017490  0.000032
..b/axis.py:425 XTick._get_tick2line  23/21  0.000244  0.017328  0.000753
..tlib/artist.py:268 Rectangle.stale  676..  0.010057  0.017154  0.000003
..ib/lines.py:1156 Line2D.set_marker  135    0.000368  0.016925  0.000125
..41 NavigationToolbar2TkAgg._Button  7      0.000166  0.016774  0.002396
..pe/Preliminary/IC.py:89 <listcomp>  1000   0.011780  0.016371  0.000016
..umpy/core/numeric.py:2390 identity  788    0.004858  0.016178  0.000021
..ib/path.py:212 Path._update_values  781    0.006697  0.016025  0.000021
..r/__init__.py:2129 Canvas.__init__  10     0.000143  0.016005  0.001600
..r/__init__.py:2193 Button.__init__  7      0.000026  0.015425  0.002204
..xis.py:1067 XAxis._get_tick_bboxes  2      0.000081  0.015127  0.007564
..text.py:932 Text.get_window_extent  12     0.000298  0.015026  0.001252
../lines.py:548 Line2D.set_fillstyle  135    0.000357  0.014893  0.000110
..7 CompositeGenericTransform.__eq__  793..  0.001880  0.014691  0.000019
..sforms.py:1927 Affine2D.rotate_deg  555    0.001421  0.014329  0.000026
..ib/axis.py:575 YTick._get_gridline  22     0.000381  0.013941  0.000634
..py:1091 TransformedBbox.get_points  237    0.002008  0.013350  0.000056
..xis.py:1281 XAxis._copy_tick_props  13     0.000133  0.013200  0.001015
..classes/graph.py:1315 Graph.degree  1000   0.003868  0.013098  0.000013
..transforms.py:1910 Affine2D.rotate  555    0.006788  0.012909  0.000023
..b/transforms.py:282 Bbox.__array__  101    0.000172  0.012807  0.000127
..otlib/text.py:329 Text._get_layout  24     0.001408  0.012783  0.000533
..ib/axis.py:440 XTick._get_gridline  23     0.000363  0.012776  0.000555
..on3.5/json/encoder.py:222 floatstr  6094   0.012722  0.012722  0.000002
..s/matplotlib/colors.py:128 to_rgba  702    0.002425  0.012583  0.000018
..b/axis.py:1465 XAxis.convert_units  1197   0.002016  0.011962  0.000010
..plotlib/axis.py:641 XAxis.__init__  2      0.000065  0.011951  0.005975
..transforms.py:1678 Affine2D.__eq__  497..  0.003183  0.011456  0.000023
..rtist.py:192 Line2D.convert_xunits  1196   0.002308  0.011422  0.000010
..b/lines.py:1310 Line2D.update_from  39     0.000349  0.010943  0.000281
..68 AxesSubplot.get_yaxis_transform  202..  0.000269  0.010717  0.000053
..py:2567 BboxTransformTo.get_matrix  767..  0.002312  0.010684  0.000014
..3.5/random.py:170 Random.randrange  1000   0.004598  0.010377  0.000010
..ger.py:674 FontProperties.__init__  123    0.002091  0.010331  0.000084
..es/graph.py:1354 Graph.degree_iter  4002   0.005588  0.010289  0.000003
..nits.py:125 Registry.get_converter  121..  0.004455  0.010266  0.000008
../transforms.py:1972 Affine2D.scale  245    0.001231  0.009987  0.000041
..88 AxesSubplot.get_xaxis_transform  211..  0.000242  0.009914  0.000047
..init__.py:934 RcParams.__getitem__  7859   0.009808  0.009808  0.000001
..rtist.py:201 Line2D.convert_yunits  1195   0.002153  0.009470  0.000008
..atplotlib/lines.py:769 Line2D.draw  12     0.000957  0.009377  0.000781
..tplotlib/artist.py:851 Text.update  541    0.002597  0.009103  0.000017
..s/matplotlib/text.py:739 Text.draw  19     0.000967  0.008950  0.000471
..ms.py:1569 TransformWrapper.__eq__  198    0.000271  0.008886  0.000045
..b/python3.5/weakref.py:305 __new__  4465   0.005673  0.008705  0.000002
..rms.py:2233 BlendedAffine2D.__eq__  198    0.000694  0.008614  0.000044
../gexf.py:546 GEXFWriter.add_spells  5975   0.006143  0.008578  0.000001
..es.py:320 Rectangle._set_facecolor  215    0.000677  0.008537  0.000040
..py:2416 CompositeAffine2D.__init__  254    0.001045  0.008487  0.000033
..ericTransform._invalidate_internal  208..  0.000434  0.008349  0.000040
..s/numpy/lib/twodim_base.py:139 eye  788    0.006418  0.008271  0.000010
..ok.py:546 CallbackRegistry.process  158    0.001356  0.008127  0.000051
..ite/gexf.py:475 GEXFWriter.add_viz  5975   0.005637  0.007971  0.000001
..gure.py:686 Figure.set_size_inches  1      0.000017  0.007865  0.007865
..5/weakref.py:310 KeyedRef.__init__  4465   0.007841  0.007841  0.000002
..lib/transforms.py:983 Bbox._set_p1  1      0.000017  0.007823  0.007823
..py:1949 AxesSubplot.update_datalim  99     0.000781  0.007711  0.000078
..nter/__init__.py:1245 getint_event  1540   0.003474  0.007582  0.000005
..otlib/axis.py:516 YTick._get_text1  22     0.000320  0.007566  0.000344
..b/artist.py:326 Rectangle.pchanged  1492   0.002886  0.007064  0.000005
..otlib/axis.py:398 XTick._get_text2  23     0.000253  0.006949  0.000302
../classes/graph.py:1086 Graph.edges  1      0.002229  0.006903  0.006903
..gexf.py:442 GEXFWriter.get_attr_id  11950  0.006813  0.006832  0.000001
..icker.py:1784 AutoLocator.__call__  2      0.000024  0.006809  0.003404
..er.py:1788 AutoLocator.tick_values  2      0.000030  0.006773  0.003386
..rAgg.get_text_width_height_descent  24     0.000314  0.006727  0.000280
..ker.py:1733 AutoLocator._raw_ticks  2      0.000205  0.006705  0.003352
..py:402 TransformedBbox._get_bounds  433    0.003571  0.006648  0.000015
..ib/axis.py:868 XAxis.set_clip_path  2      0.000031  0.006632  0.003316
..otlib/axis.py:381 XTick._get_text1  23     0.000284  0.006529  0.000284
..ype/Preliminary/IC.py:68 CalcStats  12     0.000138  0.006328  0.000527
..tplotlib/backends/tkagg.py:11 blit  1      0.000035  0.006277  0.006277
..ms.py:934 Bbox.update_from_data_xy  99     0.000503  0.006255  0.000063
..otlib/artist.py:95 Figure.__init__  386    0.003824  0.006248  0.000016
..otlib/axis.py:531 YTick._get_text2  22     0.000252  0.006233  0.000283
..degree_alg.py:21 degree_centrality  2      0.001088  0.006167  0.003084
...py:396 _BoundMethodProxy.__call__  127    0.000754  0.006117  0.000048
..tplotlib/text.py:189 Text.__init__  97     0.001058  0.006033  0.000062
..teGenericTransform.transform_point  51     0.000350  0.005913  0.000116
../patches.py:436 Rectangle.set_fill  105    0.000404  0.005880  0.000056
..lasses/graph.py:330 Graph.__iter__  2002   0.004135  0.005764  0.000003
..t.py:74 Spine._stale_axes_callback  505    0.001506  0.005603  0.000011
..ib/axis.py:191 XTick.set_clip_path  8      0.000030  0.005501  0.000688
..g.py:269 RendererAgg._get_agg_font  36     0.000671  0.005476  0.000152
..lotlib/lines.py:670 Line2D.recache  57     0.001558  0.005401  0.000095
..NavigationToolbar2TkAgg.mouse_move  127    0.000831  0.005363  0.000042
..lors.py:151 _to_rgba_no_colorcycle  200    0.002358  0.005235  0.000026
..set.py:26 _IterationGuard.__exit__  1166   0.003399  0.005122  0.000004
..hes.py:327 Rectangle.set_facecolor  110    0.000211  0.005086  0.000046
..s.py:701 MarkerStyle._set_tickleft  56     0.000390  0.005068  0.000091
..trality/degree_alg.py:52 <genexpr>  2002   0.002092  0.005063  0.000003
..s/matplotlib/cbook.py:678 iterable  1892   0.003383  0.005060  0.000003
..dist-packages/six.py:580 iteritems  1646   0.003196  0.004909  0.000003
...py:707 MarkerStyle._set_tickright  56     0.000371  0.004758  0.000085
..atplotlib/artist.py:884 <listcomp>  541    0.000668  0.004643  0.000009
..d_agg.py:183 RendererAgg.draw_text  12     0.000439  0.004570  0.000381
..e/Preliminary/IC.py:115 <listcomp>  1      0.000008  0.004534  0.004534
..lotlib/colors.py:107 _is_nth_color  702    0.001456  0.004467  0.000006
..tlib/font_manager.py:1443 findfont  36     0.000118  0.004435  0.000123
..nager.py:1228 FontManager.findfont  36     0.000472  0.004317  0.000120
..ers.py:715 MarkerStyle._set_tickup  60     0.000326  0.004316  0.000072
..s.py:721 MarkerStyle._set_tickdown  60     0.000310  0.004295  0.000072
...py:219 FigureCanvasTkAgg.__init__  1      0.000186  0.004218  0.004218
..kinter/__init__.py:1909 Tk.destroy  1      0.000036  0.004200  0.004200
..sses/graph.py:610 Graph.nodes_iter  1005   0.002682  0.004198  0.000004
../matplotlib/transforms.py:812 unit  118    0.000537  0.004195  0.000036
..mTo._iter_break_from_left_to_right  594    0.000671  0.004029  0.000007
..ist.py:856 Line2D._update_property  234    0.001074  0.003975  0.000017
..otlib/lines.py:983 Line2D.get_path  45     0.000111  0.003905  0.000087
..ib/python3.5/weakref.py:108 remove  3272   0.003866  0.003866  0.000001
..s.py:1066 TransformedBbox.__init__  120    0.000611  0.003745  0.000031
../axis.py:2354 YAxis.get_tick_space  1      0.000026  0.003695  0.003695
..lotlib/cbook.py:687 is_string_like  1022   0.002374  0.003611  0.000004
..e/Preliminary/IC.py:179 <listcomp>  1      0.003584  0.003584  0.003584
..er/__init__.py:2145 Canvas.destroy  10/2   0.000165  0.003563  0.000356
..b._bootstrap>:996 _handle_fromlist  921    0.002351  0.003545  0.000004
..artist.py:634 Rectangle.set_figure  409    0.001069  0.003534  0.000009
..ager.py:970 _normalize_font_family  218    0.000735  0.003533  0.000016
..ist-packages/six.py:577 itervalues  1158   0.002719  0.003504  0.000003
..es.py:292 Rectangle._set_edgecolor  215    0.000958  0.003481  0.000016
..icker.py:2317 AutoLocator.__init__  16     0.000093  0.003428  0.000214
..tist.py:734 Rectangle.get_animated  6877   0.003425  0.003425  0.000000
..classes/graph.py:361 Graph.__len__  2003   0.002439  0.003388  0.000002
..icker.py:1630 AutoLocator.__init__  16     0.000114  0.003309  0.000207
..avigationToolbar2TkAgg.set_message  127    0.000353  0.003257  0.000026
..rtist.py:900 AxesSubplot.set_label  198    0.000633  0.003250  0.000016
..nd_bases.py:724 RendererAgg.new_gc  129    0.000294  0.003230  0.000025
..ker.py:1703 AutoLocator.set_params  32     0.000228  0.003194  0.000100
..lines.py:1086 Line2D.set_linestyle  135    0.000743  0.003184  0.000024
..ist.py:341 Rectangle.set_transform  345    0.000895  0.003173  0.000009
...py:364 XTick._get_text2_transform  23     0.000081  0.003129  0.000136
..et.py:20 _IterationGuard.__enter__  1166   0.002332  0.003123  0.000003
..py:2648 ScaledTranslation.__init__  91     0.000415  0.003080  0.000034
..sSubplot.get_xaxis_text2_transform  23     0.000171  0.003037  0.000132
..init__.py:1191 Canvas.nametowidget  141    0.001877  0.002978  0.000021
..y:786 GraphicsContextBase.__init__  129    0.000893  0.002936  0.000023
..nter/__init__.py:261 StringVar.set  128    0.000362  0.002913  0.000023
..es/graph.py:1858 Graph.nbunch_iter  1000   0.001924  0.002851  0.000003
..font_manager.py:1000 TempCache.get  36     0.000150  0.002759  0.000077
..nsforms.py:1683 Affine2D.transform  280    0.000464  0.002733  0.000010
..py:2242 AxesSubplot.autoscale_view  2      0.000072  0.002674  0.001337
<string>:5 beta_gen._parse_args_rvs   4975   0.002663  0.002663  0.000001
/usr/lib/python3.5/re.py:160 match    504    0.001053  0.002623  0.000005
...py:495 YTick._get_text1_transform  22     0.000094  0.002559  0.000116
..umpy/ma/core.py:6064 isMaskedArray  1452   0.001689  0.002547  0.000002
..forms.py:898 Bbox.update_from_path  99     0.000978  0.002520  0.000025
../axis.py:2017 XAxis.get_tick_space  1      0.000023  0.002517  0.002517
..:922 AxesSubplot._set_artist_props  102    0.000617  0.002496  0.000024
..sSubplot.get_yaxis_text1_transform  22     0.000242  0.002453  0.000112
..4 Rectangle._stale_figure_callback  266    0.000454  0.002452  0.000009
..CompositeGenericTransform.inverted  46/23  0.000260  0.002450  0.000053
..init__.py:3392 PhotoImage.__init__  10     0.000051  0.002329  0.000233
..lib/figure.py:1164 Figure.get_axes  127    0.000371  0.002319  0.000018
...py:1763 Affine2D.transform_affine  282    0.000953  0.002288  0.000008
..xis.py:291 XTick._set_artist_props  225    0.000312  0.002286  0.000010
..init__.py:2330 Canvas.create_image  2      0.000014  0.002281  0.001141
..init__.py:3333 PhotoImage.__init__  10     0.000133  0.002278  0.000228
..er/__init__.py:2313 Canvas._create  2      0.000044  0.002267  0.001134
..atplotlib/artist.py:236 Spine.axes  4173   0.002227  0.002227  0.000001
...py:498 YTick._get_text2_transform  22     0.000073  0.002178  0.000099
..otlib/text.py:316 Text.update_from  26     0.000169  0.002124  0.000082
..:2460 CompositeAffine2D.get_matrix  254    0.000853  0.002120  0.000008
..s/_base.py:2276 handle_single_axis  4      0.000168  0.002094  0.000523
..sSubplot.get_yaxis_text2_transform  22     0.000164  0.002092  0.000095
...py:361 XTick._get_text1_transform  23     0.000067  0.002090  0.000091
..hes.py:392 Rectangle.set_linestyle  105    0.000616  0.002082  0.000020
..hes.py:307 Rectangle.set_edgecolor  110    0.000189  0.002032  0.000018
..sSubplot.get_xaxis_text1_transform  23     0.000217  0.002012  0.000087
..13 NavigationToolbar2TkAgg.destroy  1      0.000019  0.001997  0.001997
..lib/figure.py:406 Figure._get_axes  131    0.000458  0.001993  0.000015
..s.py:158 Rectangle._process_radius  127    0.001072  0.001992  0.000016
..tlib/lines.py:39 _get_dash_pattern  240    0.000886  0.001921  0.000008
..ger.py:720 FontProperties.__hash__  127    0.001178  0.001918  0.000015
..y:948 AxesSubplot._gen_axes_spines  1      0.000015  0.001900  0.001900
..plotlib/spines.py:453 linear_spine  4      0.000045  0.001885  0.000471
..numpy/core/fromnumeric.py:2892 std  12     0.000073  0.001867  0.000156
../lines.py:753 Line2D.set_transform  135    0.000354  0.001853  0.000014
..lib/function_base.py:2933 corrcoef  2      0.000053  0.001817  0.000909
..e/Preliminary/IC.py:114 <listcomp>  1      0.000010  0.001811  0.001811
..es/numpy/core/_methods.py:133 _std  12     0.000073  0.001793  0.000149
..tplotlib/ticker.py:1695 _staircase  32     0.000344  0.001773  0.000055
.. Line2D._split_drawstyle_linestyle  270    0.001043  0.001729  0.000006
..lib/artist.py:953 Text.update_from  65     0.000878  0.001721  0.000026
..xis._get_pixel_distance_along_axis  2      0.000532  0.001717  0.000859
..ges/numpy/core/_methods.py:86 _var  12     0.000331  0.001708  0.000142
..umpy/lib/function_base.py:2725 cov  2      0.000098  0.001689  0.000845
..es/numpy/core/_methods.py:53 _mean  14     0.000171  0.001648  0.000118
..r.py:813 FontProperties.set_family  95     0.000286  0.001647  0.000017
..umpy/core/fromnumeric.py:2786 mean  12     0.000071  0.001633  0.000136
..lotlib/spines.py:44 Spine.__init__  4      0.000076  0.001608  0.000402
..matplotlib/transforms.py:723 union  5      0.000315  0.001552  0.000310
..lib/figure.py:78 AxesStack.as_list  132    0.000904  0.001543  0.000012
..py:388 TransformedBbox._get_height  129    0.001271  0.001496  0.000012
..set.py:16 _IterationGuard.__init__  1166   0.001489  0.001489  0.000001
..gexf.py:524 GEXFWriter.add_parents  1000   0.001046  0.001439  0.000001
..umpy/core/shape_base.py:236 hstack  32     0.000120  0.001429  0.000045
..otlib/lines.py:653 Line2D.set_data  135    0.000409  0.001428  0.000011
../patches.py:698 Rectangle.get_path  426    0.000926  0.001421  0.000003
..tplotlib/lines.py:68 _scale_dashes  485    0.000853  0.001415  0.000003
..on3.5/abc.py:178 __instancecheck__  247    0.000582  0.001408  0.000006
..49 CompositeGenericTransform.depth  594..  0.001072  0.001373  0.000002
..ist.py:353 Rectangle.get_transform  585    0.001051  0.001371  0.000002
..sforms.py:1853 Affine2D.get_matrix  2116   0.001371  0.001371  0.000001
..mpy/lib/nanfunctions.py:255 nanmax  12     0.000095  0.001363  0.000114
..atplotlib/spines.py:278 Spine.draw  4      0.000035  0.001331  0.000333
..mpy/lib/nanfunctions.py:148 nanmin  12     0.000081  0.001328  0.000111
../axis.py:455 XTick.update_position  29     0.000405  0.001320  0.000046
../axis.py:590 YTick.update_position  28     0.000401  0.001314  0.000047
..t.py:565 _auto_draw_if_interactive  266    0.000416  0.001282  0.000005
...get_transformed_points_and_affine  12     0.000050  0.001272  0.000106
..e/Preliminary/IC.py:200 <listcomp>  1      0.001246  0.001246  0.001246
..y:2702 TransformedPath._revalidate  12     0.000119  0.001184  0.000099
..iteGenericTransform._get_is_affine  844..  0.001005  0.001175  0.000001
..848 AxesSubplot._update_transScale  2      0.000021  0.001171  0.000586
../core/shape_base.py:283 <listcomp>  32     0.000162  0.001168  0.000036
..otlib/axis.py:708 XAxis._set_scale  4      0.000026  0.001165  0.000291
..matplotlib/text.py:238 Text.update  109    0.000415  0.001150  0.000011
..matplotlib/cbook.py:752 is_numlike  262    0.001135  0.001135  0.000004
..kx/classes/graph.py:1392 <genexpr>  2000   0.001128  0.001128  0.000001
..tlib/text.py:901 Text.get_prop_tup  24     0.000211  0.001127  0.000047
